secondsLeft,scoreDifference,yardsToEndzone,yOffsetAtSnap,motionSinceLineset,shiftSinceLineset,offenseFormation,receiverAlignment
2620,3,79,0.0654545454545376,1,0,1,3
1823,-3,22,1.1800000000000004,1,1,0,8
935,3,26,0.5490909090908954,1,1,4,4
2895,-14,75,0.3063636363636368,1,0,0,7
3061,4,71,0.16363636363636982,0,1,5,4
1481,-11,75,0.4490909090909089,0,0,5,4
803,14,78,0.009090909090921494,0,0,4,4
1521,3,75,0.6072727272727227,1,0,0,7
3600,0,75,0.8118181818181824,1,1,5,4
3317,-3,75,0.15000000000000052,1,1,4,6
421,19,50,0.47454545454545705,1,0,5,4
3595,0,81,0.2981818181818157,1,1,4,6
3594,0,78,0.1463636363636363,1,1,3,4
598,-4,28,0.7690909090909112,0,1,5,6
2935,7,52,0.23090909090909276,0,0,4,6
3000,3,80,0.5054545454545302,0,0,4,3
3368,0,83,0.4972727272727275,1,1,4,4
2014,-4,75,0.4445454545454636,0,0,5,6
3159,-3,61,0.11999999999999938,0,1,4,6
2137,-7,55,0.09545454545454132,0,0,3,1
2580,-21,64,0.07454545454544875,0,1,3,3
1500,0,75,0.6654545454545396,1,0,0,7
3446,0,40,0.9109090909090892,1,0,4,4
182,3,46,0.021818181818177476,0,0,5,6
1278,-2,90,0.22636363636363718,1,1,5,6
732,-14,75,0.349090909090912,1,0,5,6
337,-19,70,0.36545454545454636,0,1,0,7
1445,10,64,0.3881818181818165,1,0,4,4
895,0,71,0.6281818181818192,1,1,5,6
1495,4,36,0.5272727272727283,1,1,4,4
324,-22,23,0.2545454545454549,0,0,4,4
471,-12,57,0.48727272727272336,1,1,4,4
997,3,84,0.26545454545454467,1,0,5,4
1844,-13,46,0.800000000000001,1,0,4,6
1387,9,79,0.9381818181818182,0,0,4,6
3595,0,84,0.028181818181802886,1,1,5,4
272,-5,75,0.493636363636363,1,0,5,4
3600,0,75,0.4136363636363647,1,1,5,4
2415,-7,65,0.43818181818181756,0,1,1,3
2314,3,29,0.08909090909091075,0,0,5,4
3257,0,64,0.5181818181818197,1,0,5,4
1333,11,72,0.2018181818181843,1,0,0,7
217,23,68,0.18909090909092316,1,0,5,4
1796,-4,80,0.2745454545454542,0,0,1,3
478,-26,53,0.045454545454550625,0,0,4,4
1506,-8,23,0.1663636363636349,0,1,4,4
3208,7,42,0.052727272727271284,1,0,4,6
1277,7,60,0.3727272727272748,1,1,4,4
1794,-22,64,0.10636363636364297,1,1,4,3
1017,-6,70,0.5490909090909084,0,0,5,4
160,19,10,0.6727272727272706,0,0,5,6
360,-14,61,0.417272727272725,0,0,1,3
2918,7,31,0.4045454545454483,0,1,5,6
1735,3,60,0.11545454545455414,0,0,5,6
1181,3,75,0.37454545454545624,1,0,5,4
461,5,40,0.3209090909090936,0,0,4,4
2549,-4,43,0.032727272727273965,0,0,5,4
460,-14,59,0.6836363636363672,0,0,4,4
1998,0,46,0.3263636363636444,0,1,1,3
615,-6,85,0.1527272727272785,0,1,0,7
1845,-10,36,0.5899999999999956,1,0,5,4
3230,3,58,0.43818181818181756,0,1,5,4
1172,18,57,0.060000000000002274,1,1,5,6
3391,-7,73,0.040909090909092456,1,0,5,4
824,3,14,0.09999999999999948,1,0,3,4
564,0,33,0.02545454545454556,0,1,4,6
720,-2,75,0.3081818181818189,0,0,5,6
1953,-3,37,0.75,1,1,1,3
1829,-17,75,0.14636363636361693,0,0,4,4
3196,7,60,0.07999999999999442,1,0,4,4
2235,3,82,0.467272727272726,0,0,4,4
2374,-7,75,0.3563636363636365,1,0,0,7
3595,0,76,0.35181818181817187,1,1,5,6
3467,0,58,0.5427272727272752,1,1,4,4
2732,3,64,0.5236363636363628,1,0,4,4
2559,-7,75,0.5790909090909075,1,1,5,6
2149,0,10,0.739090909090919,0,1,5,4
966,0,39,0.33727272727273055,0,1,5,6
1943,0,77,0.3800000000000058,1,0,5,6
410,-15,86,0.44909090909090854,1,0,5,6
139,-14,68,0.37545454545454504,0,1,5,4
1828,-4,48,0.16090909090909958,1,0,4,4
504,-6,71,0.2963636363636252,0,1,1,3
3596,0,78,0.75,1,1,5,6
865,14,50,0.11272727272727873,0,1,5,6
3175,-7,58,0.19999999999999896,1,0,5,4
590,-9,75,0.010909090909101658,0,0,4,4
2411,10,81,0.3609090909090831,0,0,4,4
2751,-7,29,0.2881818181818145,0,0,5,4
1920,-13,53,1.0972727272727267,1,1,1,3
3413,0,49,0.2609090909090913,0,0,1,3
2454,0,75,0.9681818181818265,1,1,4,6
1919,-3,71,0.5236363636363628,1,0,4,6
1846,10,53,0.11727272727272914,1,0,4,4
2315,-7,64,0.11363636363636363,0,1,3,3
743,-35,54,0.0327272727272688,0,0,4,6
1796,-17,82,0.6645454545454544,0,0,4,3
2338,17,41,0.6609090909090892,0,0,4,6
2388,-10,49,0.8063636363636316,1,0,4,4
2780,0,61,0.776363636363633,1,0,4,4
1800,-7,75,0.5863636363636379,1,0,5,6
1407,10,47,0.8390909090909108,1,1,5,4
2948,-7,58,0.02363636363635764,1,0,5,4
2784,-4,49,0.12090909090909463,1,0,4,6
1815,-14,44,0.4836363636363682,0,1,4,4
3119,-7,59,0.1299999999999903,1,1,5,6
2342,-10,59,0.06999999999999318,1,1,5,4
1847,-11,44,0.16272727272726942,1,1,4,4
2166,-21,54,0.09272727272727624,1,0,4,4
2133,3,73,0.8200000000000087,0,1,5,4
1911,10,75,0.23454545454545828,1,1,4,3
1849,-21,75,0.7400000000000091,1,0,4,4
844,7,79,0.2081818181818252,1,0,4,3
1020,3,75,0.4645454545454545,1,1,0,7
1606,0,23,0.18545454545455248,1,0,5,4
412,-14,48,0.016363636363642152,1,0,3,6
2726,3,47,0.6454545454545424,1,1,4,4
863,-7,85,0.44181818181818144,1,1,5,4
1947,-10,53,0.34727272727273184,1,0,4,6
1024,11,66,0.009090909090911158,0,1,5,4
2304,-10,68,0.29818181818183637,1,0,4,4
2664,11,52,0.36272727272726324,0,1,4,4
2240,10,44,0.5081818181818211,1,1,3,3
2798,-3,48,0.349090909090912,1,1,5,3
3090,0,52,0.32818181818182457,1,0,5,4
2644,17,21,0.04454545454545408,0,1,5,6
1051,-3,63,0.22454545454545702,1,1,4,6
865,4,23,0.1536363636363647,1,1,1,3
482,-17,74,0.3536363636363637,0,0,0,7
745,0,64,0.245454545454547,0,0,5,4
394,-18,78,0.18727272727272232,1,1,4,4
1837,0,75,0.4136363636363647,0,0,4,4
1996,0,80,0.5390909090909097,1,1,5,4
1123,4,58,0.30545454545454154,0,1,5,6
2515,10,55,0.19272727272727314,1,1,4,6
151,21,27,0.12545454545454504,0,0,4,4
2108,7,36,0.08272727272726983,1,0,4,4
3041,1,39,0.036363636363634294,1,0,5,6
1826,0,28,0.7090909090909127,0,1,4,4
496,-6,58,0.25272727272727025,1,1,4,6
1618,-9,43,0.2727272727272727,1,1,4,4
735,-7,14,0.22636363636365786,1,1,4,4
1386,7,70,0.2154545454545562,1,1,5,4
660,-11,49,0.9636363636363605,1,0,5,4
385,-10,74,0.37181818181816406,0,0,4,4
3242,-3,75,0.019999999999999896,1,0,1,3
1537,-20,55,1.0236363636363577,1,0,0,8
1065,-3,98,0.03454545454545672,1,1,3,3
2223,-10,61,0.6827272727272718,1,1,5,6
235,-7,85,0.4454545454545466,1,0,5,6
1282,8,75,0.4890909090909087,0,0,4,4
1372,11,47,0.502727272727265,0,0,5,4
1456,9,78,0.282727272727274,0,1,5,6
3600,0,75,0.11727272727272396,1,1,5,4
2613,14,80,0.08727272727272671,0,1,1,3
3346,0,76,0.22636363636363718,1,1,5,4
2197,-7,98,0.6709090909090931,1,0,4,3
2374,-7,84,0.9509090909090943,0,0,4,4
1740,-14,61,0.7763636363636383,0,0,1,3
2439,4,75,0.17636363636363098,0,1,4,6
2561,0,36,0.033636363636361466,1,1,4,6
564,-22,90,0.451818181818183,0,0,5,4
2511,4,85,0.03272727272727429,1,0,4,6
3061,0,83,0.716363636363636,1,0,5,6
1977,4,60,0.03818181818181963,0,0,5,4
2916,0,12,0.019090909090909814,1,1,5,3
2268,-7,65,0.35090909090908956,1,0,4,4
2090,-13,62,0.06818181818181818,0,0,5,4
2808,3,22,0.06545454545454535,1,1,5,3
2252,13,75,0.6009090909090922,1,1,4,4
2003,-4,21,0.009090909090890487,0,0,4,4
1454,4,75,0.23545454545454836,1,1,1,3
1812,7,56,1.1599999999999993,1,0,4,6
2650,3,96,0.20363636363633345,0,0,1,3
1591,11,54,0.6881818181818123,0,0,4,6
3063,0,57,0.11727272727272396,0,1,4,4
727,-16,54,0.15363636363636343,1,0,4,6
1390,-6,41,0.029999999999998552,0,0,4,4
1508,4,19,0.48545454545453803,0,1,3,4
1326,-3,63,0.19272727272727314,0,0,5,6
1375,-10,27,0.9745454545454467,1,0,5,6
3058,0,74,0.3381818181818103,1,0,5,6
3364,-7,50,0.9863636363636332,0,1,0,7
860,-13,27,0.6381818181818179,1,0,3,4
1758,0,53,0.021818181818182646,1,1,5,6
394,16,64,0.12727272727273037,1,1,4,4
2622,-6,44,0.9481818181818188,0,0,5,6
1491,-17,81,1.0636363636363677,0,1,3,4
1661,4,50,1.0754545454545492,1,1,5,4
1399,8,56,0.7309090909090927,0,1,5,4
3080,0,82,0.7054545454545447,1,0,4,3
639,-22,45,0.2963636363636407,1,0,4,4
906,-25,24,0.020909090909092563,0,1,4,4
2191,0,55,0.13000000000000578,1,0,4,4
2358,-11,64,0.049090909090908366,0,0,4,3
2534,1,42,0.12454545454545496,1,0,5,4
605,-4,75,0.030909090909093804,0,0,4,4
301,1,35,0.12181818181818471,1,1,5,6
2478,10,60,0.11636363636363646,1,0,5,4
187,7,86,0.03818181818181446,0,1,4,6
3300,0,14,0.10181818181818175,1,1,4,6
1291,-18,49,0.0636363636363626,0,1,5,6
1920,-7,69,0.20909090909090755,1,1,4,4
1546,-4,55,0.053636363636361366,1,0,5,4
2008,-14,16,0.1327272727272728,1,0,4,4
1906,-13,87,0.2309090909090876,1,0,4,6
2565,0,70,0.6890909090909076,1,0,5,4
2144,-3,75,0.512727272727274,0,0,1,3
2334,-14,15,0.08454545454546034,1,0,4,4
900,3,37,0.11272727272727355,1,1,3,6
2043,4,28,0.48000000000000137,1,0,1,3
3084,7,51,0.06454545454545269,1,1,5,4
2132,4,53,0.183636363636362,1,1,6,6
3161,0,77,0.08000000000002026,1,0,0,7
1235,-3,62,0.1090909090909184,1,0,5,4
3198,0,39,0.47454545454545444,1,1,1,3
712,1,11,0.18090909090909174,0,0,5,4
1917,17,88,0.0045454545454710815,0,0,5,6
3493,0,42,0.20818181818182005,0,0,5,6
3326,0,38,1.1672727272727277,0,0,4,4
565,-1,13,0.2863636363636356,0,1,4,4
2257,0,32,0.18909090909090248,0,0,5,6
2553,10,69,0.4236363636363659,0,0,1,3
3287,0,89,0.14000000000000187,0,0,4,4
1817,0,41,0.29727272727273596,1,1,4,4
385,0,10,0.14909090909090786,0,1,4,4
1531,14,65,0.9527272727272744,1,1,4,4
625,-9,12,0.0018181818181814565,0,0,4,4
2357,-4,60,0.3263636363636341,0,1,4,6
2753,-3,31,0.5599999999999971,0,1,5,3
3097,-7,22,0.08272727272726983,1,0,4,6
414,-15,76,0.18181818181818182,1,0,4,6
2560,-4,80,0.6218181818181744,1,0,1,3
3360,0,42,0.0763636363636341,1,1,4,3
3509,0,50,0.5872727272727306,0,0,3,4
3511,0,39,0.7563636363636331,1,0,5,6
2207,3,26,0.2618181818181814,0,0,5,4
3223,-3,34,0.007272727272723242,1,1,5,4
1394,3,38,0.34454545454545643,1,0,5,4
3268,-3,72,0.10090909090910248,1,1,5,4
1374,-4,11,0.16090909090908925,0,1,5,3
1150,-10,26,0.4618181818181959,1,0,5,3
1094,0,90,0.3009090909090963,1,1,4,6
683,-11,44,0.08727272727273058,1,1,5,4
2323,7,76,0.7090909090909256,1,1,3,3
1903,7,78,0.6036363636363624,1,0,4,4
1060,-7,75,0.32727272727273965,1,1,3,3
3147,3,75,0.9709090909090761,0,1,4,3
2934,4,62,0.3745454545454601,1,0,4,6
2744,-4,37,0.5718181818181786,0,0,4,3
1918,-7,10,0.1990909090909037,0,1,0,7
2871,-3,91,0.23090909090909795,0,0,0,7
2745,14,51,0.2763636363636382,0,0,4,4
3531,0,50,0.6754545454545461,1,1,4,6
2459,-7,66,0.5845454545454604,0,0,5,4
2304,4,65,0.33636363636363015,1,1,4,4
520,3,49,0.09909090909091199,0,0,5,6
1448,0,75,0.12636363636364545,0,1,1,3
3427,0,54,0.5709090909090936,1,0,4,4
546,9,37,0.31090909090909236,1,0,5,4
589,-14,70,0.7654545454545417,0,0,3,6
2324,17,57,0.018181818181817147,0,0,4,4
3470,-3,75,1.0545454545454462,0,1,5,4
3442,0,35,0.3827272727272915,1,0,5,4
2906,4,42,0.43818181818181756,0,0,2,4
3337,0,14,0.2990909090909161,1,0,5,3
674,7,75,0.456363636363636,0,0,4,6
1638,3,53,0.12454545454544462,0,1,5,4
2842,3,39,0.01000000000000124,1,0,5,6
2349,3,75,0.07181818181818884,1,0,4,6
3594,0,78,0.06363636363636421,1,1,5,4
3600,0,75,0.6127272727272722,1,1,5,4
1907,-17,76,0.019090909090909814,1,0,4,4
1376,-17,49,1.1354545454545464,1,1,5,6
1826,4,75,0.35181818181818225,1,1,4,6
1655,4,36,0.3009090909090911,0,0,5,6
3082,0,23,0.4827272727272781,0,1,4,3
231,-14,32,0.7127272727272653,1,1,4,6
364,-7,32,0.6663636363636324,0,0,5,6
1520,-8,65,0.23090909090909018,0,0,1,1
679,-12,35,0.3500000000000021,0,0,5,6
1868,0,24,0.2527272727272754,0,0,4,4
3163,-3,29,0.09818181818182191,1,0,5,4
1556,24,79,0.08909090909091075,0,1,3,6
3133,-3,77,0.5636363636363639,1,0,5,4
2359,7,78,0.007272727272725826,1,1,1,2
373,11,87,0.8109090909090895,0,1,4,3
470,-11,63,0.1981818181818188,0,1,5,6
2105,-3,50,0.12727272727273037,1,1,1,3
972,18,55,0.39727272727272767,0,0,4,6
2254,-14,22,0.2927272727272752,1,0,3,4
1389,-6,55,0.021818181818177476,1,1,3,3
1895,3,69,0.2954545454545558,0,0,0,7
452,10,75,0.5409090909090899,0,0,4,6
3551,0,86,0.559090909090907,0,1,5,4
1411,-6,57,0.39909090909090783,0,0,4,4
1368,-5,62,0.6518181818181884,0,1,5,3
771,3,25,0.06636363636363801,1,1,4,4
1865,-7,54,0.26909090909090205,1,0,4,4
2026,10,11,0.58818181818182,0,1,4,6
2956,-3,46,0.490909090909094,0,1,5,4
355,3,74,0.14545454545454753,1,1,4,6
1172,3,48,0.2236363636363566,0,1,4,4
1175,7,86,0.024545454545463228,1,0,4,4
634,-2,25,0.2618181818181814,1,1,5,6
611,-3,44,0.01727272727271673,1,0,5,6
3600,0,75,0.48272727272727295,1,1,5,4
320,6,52,0.1090909090909029,0,0,4,6
2498,0,62,0.17545454545455125,1,0,1,3
3096,-7,11,0.3545454545454421,0,0,4,4
3261,-7,60,0.254545454545453,1,0,5,4
2572,-4,22,0.24545454545454443,1,0,4,3
3264,-3,40,0.05545454545455186,0,0,5,6
3600,0,75,0.056363636363647114,1,1,5,4
3512,0,47,1.1399999999999915,1,0,4,4
1465,1,66,0.5236363636363628,0,1,1,3
456,-3,77,0.38363636363636355,0,0,4,6
1236,-5,68,0.18000000000001198,1,1,4,4
801,3,45,0.3163636363636432,1,0,5,4
2998,0,92,0.060909090909076855,1,0,5,6
3594,0,62,0.2699999999999973,1,1,1,1
1759,-28,52,0.15909090909091425,0,1,4,6
1413,3,75,0.14363636363636736,0,1,1,3
3450,0,58,0.091818181818181,0,1,4,4
2393,-13,50,0.20727272727272997,0,0,0,7
2004,4,13,0.5381818181818248,0,1,5,4
2583,7,28,0.21000000000000538,1,0,5,4
3368,0,19,0.5918181818181913,0,0,4,4
823,30,10,0.8581818181818232,0,0,4,4
145,-4,39,0.1972727272727339,1,0,5,4
2159,-3,75,0.8718181818181815,0,1,4,6
3503,0,89,0.49181818181818926,1,0,4,6
1096,3,27,0.2109090909090903,0,0,5,4
1922,-28,85,0.24000000000000005,0,0,4,4
2832,-3,64,0.19636363636363346,1,0,5,6
2720,0,64,0.391818181818182,1,1,1,3
1920,-4,47,0.24181818181817374,0,1,4,4
2833,-7,45,0.5354545454545494,1,0,4,4
3473,0,53,0.6100000000000084,1,0,4,6
3214,0,52,0.04272727272727521,1,1,4,4
1848,17,44,0.09272727272727108,1,1,0,7
1658,1,56,0.15545454545453843,1,1,4,6
2839,0,68,0.2563636363636332,1,1,5,6
3468,0,45,0.5681818181818182,1,0,1,3
1877,-14,68,0.07545454545454659,1,1,0,7
3526,0,61,0.5381818181818144,0,0,4,6
2164,-21,28,0.7381818181818289,0,0,5,3
288,4,54,0.3872727272727316,1,0,4,4
1276,6,49,0.04363636363636529,1,1,5,4
3032,-7,63,0.39090909090909454,0,0,4,4
1559,3,75,0.44090909090909297,0,1,1,3
3085,-3,86,0.6436363636363635,0,1,5,6
294,-29,63,0.172727272727281,0,1,0,8
3600,0,75,0.44363636363637354,1,1,5,6
1907,1,12,0.19818181818181363,1,1,4,4
845,-13,54,0.27636363636363304,1,0,4,4
120,21,12,0.40090909090909155,0,0,0,7
2654,0,52,0.22090909090909153,1,1,5,4
2079,14,42,0.8690909090909041,0,1,4,4
1514,1,80,0.5854545454545504,1,1,4,6
1564,16,78,0.625454545454545,1,1,3,6
3096,4,89,0.041818181818143785,1,1,5,4
1039,-7,17,0.17181818181815992,1,0,4,6
971,0,90,0.05181818181818378,1,1,5,4
815,-13,55,0.2018181818181843,0,0,0,7
3273,0,44,0.06363636363635744,1,0,5,6
2543,-11,36,0.25727272727272066,1,0,5,6
2417,-10,65,0.1918181818181779,0,1,5,6
159,-9,88,0.4400000000000132,1,0,0,7
713,-4,80,0.027272727272727015,0,0,5,4
1465,-28,65,0.5536363636363639,1,1,5,6
2489,-12,23,0.30181818181817605,1,0,4,6
894,0,50,0.11090909090908822,0,0,1,3
1841,-3,66,0.13545454545454627,1,0,4,4
1797,-2,76,0.5209090909091029,0,0,1,3
2170,-7,80,0.6754545454545512,0,1,5,4
2700,-4,14,0.3290909090909098,1,0,5,6
2350,4,57,0.3136363636363626,1,0,0,7
2571,0,75,0.460909090909089,1,0,4,6
2442,4,93,0.0863636363636405,1,0,4,4
1621,-11,62,0.5000000000000026,0,0,4,3
1874,3,12,0.6554545454545384,1,1,4,6
159,-6,89,0.003636363636349994,0,0,0,7
270,3,39,0.23636363636363844,0,0,5,3
3032,-4,65,0.6945454545454534,0,1,5,4
2167,-17,70,0.024545454545452892,1,0,1,3
3600,0,75,0.6481818181818074,1,1,4,4
2082,-14,84,0.05181818181818185,1,1,0,7
2973,7,23,0.03818181818181834,0,1,5,6
3389,0,31,0.25272727272728057,0,0,5,4
3500,0,60,0.21818181818182644,0,0,4,6
322,-7,52,0.04272727272727521,0,1,1,1
472,-8,38,0.06181818181819277,0,0,4,4
853,3,61,0.5818181818181849,0,0,4,4
343,-6,48,0.27545454545454295,0,1,4,6
3129,0,54,0.5500000000000114,0,0,5,4
2630,0,14,0.022727272727262392,0,0,4,4
3438,0,16,1.1336363636363629,0,1,5,4
2088,-10,34,0.6981818181818162,1,0,4,6
2147,-7,86,0.4136363636363647,1,1,4,4
2842,0,73,0.36727272727272653,1,0,5,6
3545,0,45,0.10181818181818224,1,1,4,6
1846,3,75,0.2736363636363615,0,1,0,8
2913,-1,64,0.1190909090909093,1,0,4,4
1910,3,23,0.17090909090908016,0,0,5,6
3005,0,75,0.22363636363636694,1,1,5,4
1558,-3,46,0.33545454545454007,1,1,1,1
2900,0,50,1.009090909090906,0,0,4,4
601,-12,19,0.16000000000000175,1,0,5,4
1324,3,57,0.8372727272727306,1,0,4,6
172,2,39,0.22636363636363202,1,0,4,6
178,14,78,0.39090909090909065,0,0,4,4
675,14,33,0.07000000000000868,1,0,0,7
2625,-11,53,0.16999999999999008,0,1,1,3
1915,-3,21,0.233636363636363,0,0,5,6
269,8,15,0.5045454545454607,1,0,3,6
2326,10,17,0.24636363636363742,1,0,4,4
1851,-7,64,1.5163636363636344,0,0,4,6
358,10,75,0.5509090909090859,0,0,4,4
2621,3,76,0.9290909090909115,1,0,4,4
1831,3,21,0.6063636363636327,0,1,4,4
3370,0,20,0.0709090909090781,0,0,5,6
1922,-4,75,0.588181818181818,0,1,4,4
2180,7,60,0.03909090909091488,1,1,5,4
641,0,83,0.2599999999999909,0,0,4,4
2188,-7,64,0.20090909090908388,1,1,4,4
3181,-3,62,0.010909090909101658,0,1,0,7
1005,-13,64,0.233636363636363,0,1,4,4
312,4,63,0.2027272727272744,0,1,4,4
2045,-18,80,0.2854545454545455,1,1,5,4
2402,-10,45,0.5027272727272755,0,1,3,6
2147,3,79,0.016363636363635692,1,0,4,4
2194,11,54,0.6272727272727252,0,1,4,4
2768,17,75,0.5136363636363641,0,1,5,4
2961,-7,28,0.5363636363636343,1,1,4,4
984,1,37,0.3118181818181876,0,0,5,4
352,-9,62,0.161818181818169,0,0,5,4
3468,0,92,0.7627272727272508,1,0,5,4
1139,10,39,0.10545454545454257,1,1,1,3
1654,-10,34,0.20090909090909423,0,1,5,6
2176,4,67,0.5454545454545557,1,1,5,6
3594,0,77,0.4163636363636298,1,0,4,4
2625,7,35,0.053636363636356196,1,0,5,6
2357,4,99,0.5963636363636624,1,0,5,4
712,-7,55,0.29000000000001014,0,0,4,6
133,-3,80,0.2654545454545417,0,0,4,4
2856,0,10,0.12636363636364545,1,0,4,6
172,4,64,0.5036363636363707,0,0,4,4
2588,10,73,0.33454545454545515,0,0,0,7
2700,0,38,0.47090909090909155,1,1,5,4
2205,-3,78,0.07363636363636514,1,1,5,6
2279,-10,60,0.42454545454546117,0,0,4,6
1823,4,75,0.044545454545445035,1,0,0,7
1575,7,59,0.40363636363635824,1,0,5,4
507,-34,89,0.10272727272727232,0,1,5,6
2196,7,38,0.5099999999999987,0,0,4,4
1875,3,55,0.016363636363636982,1,1,4,4
2146,-4,91,0.15181818181818327,0,0,4,3
1397,9,78,0.5490909090909057,0,1,4,4
1521,-7,45,0.06818181818181818,0,0,4,6
1585,-13,28,0.08363636363636379,1,1,5,4
1367,-24,82,0.5909090909090906,0,0,5,6
3168,0,25,0.3609090909090831,1,0,5,4
1338,-15,94,0.30909090909091735,1,1,4,6
733,7,44,0.05454545454545661,0,0,5,4
1808,0,21,0.48727272727273885,1,1,4,4
121,11,56,0.20909090909092562,0,0,4,6
2353,-6,53,0.365454545454549,1,0,5,6
2448,-2,75,0.3136363636363639,0,1,1,3
2253,7,85,0.1827272727272722,1,0,5,6
1668,-3,66,0.31636363636363546,1,1,4,4
1047,-5,75,0.8336363636363703,1,0,1,3
384,11,62,0.5881818181818155,0,0,4,6
3054,-7,35,0.8327272727272724,1,1,5,4
1911,-21,29,0.35363636363637274,1,0,4,3
1950,4,17,0.037272727272714044,1,1,3,3
2807,3,42,0.033636363636358885,1,0,5,6
1148,10,49,0.0018181818181801646,0,0,4,6
2525,7,23,0.45818181818180453,1,1,0,7
1317,-20,10,0.91999999999999,0,1,6,1
323,-4,42,0.5918181818181861,0,0,4,4
1795,2,73,0.03545454545454421,1,1,4,6
1313,-20,22,0.7709090909090925,1,1,4,6
808,-1,59,0.5427272727272701,0,1,5,6
1066,1,16,0.024545454545454183,0,1,4,4
1854,0,64,1.3381818181818104,1,0,4,4
2614,0,89,0.036363636363634294,0,1,3,6
2720,-11,36,0.25909090909091115,1,0,0,7
1060,-14,80,0.3499999999999917,1,1,4,4
3414,0,30,0.12636363636363512,1,0,5,6
3171,7,65,0.4518181818181843,1,0,4,6
629,-20,76,1.1254545454545346,0,1,5,4
2469,6,17,0.5981818181818116,1,1,4,4
243,-19,36,0.20909090909090755,0,0,5,3
1761,-16,64,0.1463636363636376,0,0,5,4
1657,-7,60,0.13272727272727086,1,0,5,4
2110,-3,77,0.37727272727272715,1,0,4,4
163,-22,58,0.7581818181818211,1,0,4,6
3328,0,22,0.7645454545454516,1,0,5,4
2359,-13,40,0.10818181818182314,0,1,1,3
484,-9,14,0.2618181818181814,1,1,4,6
1437,3,50,0.05545454545454669,0,1,4,6
2225,1,86,0.5527272727272734,1,1,4,6
2006,4,27,0.3018181818181812,0,0,4,4
692,-9,46,0.3509090909090818,0,1,4,4
2845,7,75,0.25,1,0,4,4
879,-3,75,0.07909090909090692,0,1,4,4
373,-7,64,0.022727272727272728,0,0,1,3
1617,8,75,0.551818181818176,1,1,5,4
226,28,54,0.509090909090906,0,1,4,4
1800,-17,75,0.7818181818181839,1,0,5,6
1909,-8,51,0.10909090909090806,0,1,4,6
2355,10,30,0.43909090909090764,1,1,4,4
3528,0,65,0.07454545454545393,0,1,5,6
3396,0,35,0.30454545454546694,0,0,1,3
2243,0,18,0.6945454545454429,1,1,5,6
1832,4,75,0.3436363636363715,1,1,0,8
3516,0,83,0.6936363636363626,1,0,5,4
2812,-7,85,0.12363636363636375,1,1,1,3
2661,7,14,0.8409090909090896,1,0,4,4
131,-14,70,0.5763636363636393,0,1,4,4
864,7,64,0.6572727272727289,1,0,4,4
1722,-3,57,0.4209090909090905,0,1,5,6
1918,-4,54,0.21818181818181612,1,0,4,6
2024,-11,47,0.4145454545454548,0,0,5,6
2356,-10,24,1.6336363636363662,0,0,5,4
900,-13,69,0.30181818181818637,1,0,4,3
368,-1,70,0.3918181818181872,1,0,5,6
1502,0,30,0.43454545454545207,0,1,5,4
1885,1,39,0.03454545454545413,1,0,5,6
3004,4,53,0.3681818181818192,0,0,4,3
1992,-3,82,0.13545454545453595,0,0,3,6
2659,7,10,0.15454545454545351,0,0,4,4
2562,-7,52,0.3954545454545475,1,0,5,6
3600,0,75,0.35636363636363266,1,1,4,4
1289,1,80,0.03000000000000372,0,1,5,4
1654,4,96,0.03909090909092521,0,0,5,6
689,11,74,0.31000000000000744,1,0,5,6
2696,-12,75,0.35090909090909084,1,0,4,6
900,-14,53,0.7809090909090938,0,1,4,6
2750,-3,38,0.5818181818181849,1,1,5,6
273,19,86,0.6354545454545463,1,0,4,4
2253,0,51,0.19272727272726797,0,0,5,6
2208,-21,75,0.6054545454545448,0,0,5,6
3107,1,75,0.3354545454545491,1,0,1,3
2319,0,52,0.5254545454545533,0,0,5,6
2998,-7,51,0.26727272727272705,0,0,4,6
1413,-6,53,0.1909090909090878,1,0,4,4
900,-6,12,0.8009090909090905,0,0,3,4
1353,-4,90,0.09090909090909091,1,1,3,6
1515,10,80,0.7100000000000054,0,1,5,4
2350,7,56,0.45818181818182,0,1,5,4
1059,9,75,0.18272727272728223,1,1,5,6
3102,3,75,1.0918181818181913,0,0,3,6
1198,7,26,0.3145454545454553,0,0,4,6
2813,3,84,0.113636363636363,1,1,5,6
2249,-10,74,0.41727272727271986,1,0,4,4
465,3,78,0.16545454545452934,0,0,5,6
392,10,62,0.49727272727272714,0,0,4,4
181,10,43,0.12272727272726963,0,0,5,6
3531,0,65,0.05181818181818378,1,0,0,7
1034,14,55,0.15636363636363884,1,0,4,4
3474,0,68,0.26272727272726115,1,0,5,6
2435,10,94,0.13818181818179587,1,1,5,6
972,1,62,0.3945454545454574,0,1,4,4
1853,-3,79,0.18636363636364256,0,0,4,4
476,-6,82,0.30727272727272753,0,1,1,3
1363,24,89,0.2900000000000004,1,1,4,6
329,-9,94,0.3754545454545657,0,0,4,6
1055,-17,46,0.8545454545454473,0,1,4,6
1355,-2,53,0.2881818181818248,1,1,4,6
757,10,80,0.5890909090909211,1,0,5,4
1453,-4,52,0.19000000000000805,0,0,5,3
3540,0,79,0.16363636363636305,1,0,4,4
1595,5,63,0.1518181818181781,0,1,4,6
2534,0,61,0.42363636363636076,0,1,4,4
120,21,33,0.6609090909090919,0,0,4,6
